Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;Winner;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Newcastle upon Tyne East;Nick Brown;3;Coventry and Meriden;63796;0.34;0.23;0.1;0.24;0.08;0;0;0.01;CON;0;0.998;0;0.002;0;0;0;0
Newcastle upon Tyne North;Catherine McKinnell;3;Teesside;68486;0.19;0.34;0.07;0.27;0.1;0;0;0.03;LAB;0.003;0.974;0;0.022;0;0;0;0
Newcastle-under-Lyme;Unknown (LAB gain from CON);7;Teesside;68211;0.35;0.33;0.08;0.15;0.07;0;0;0.02;CON;0.134;0.848;0;0.018;0;0;0;0
Newton Abbot;Anne Marie Morris;10;Buckinghamshire North;72529;0.25;0.35;0.12;0.17;0.11;0;0;0.01;LAB;0.389;0.243;0.269;0.098;0;0;0;0
Norfolk Mid;George Freeman;9;Buckinghamshire North;82203;0.27;0.35;0.1;0.18;0.09;0;0;0.01;LAB;0.578;0.368;0.012;0.042;0;0;0;0
Norfolk North;Unknown (LIB gain from CON);9;Wimbledon and Sutton;70729;0.15;0.45;0.11;0.14;0.14;0;0;0.02;LAB;0.228;0.003;0.744;0.025;0;0;0;0
Norfolk North West;James Wild;9;Lancashire West;72080;0.26;0.32;0.12;0.22;0.07;0;0;0.01;LAB;0.523;0.423;0.003;0.051;0;0;0;0
Norfolk South;Richard Bacon;9;Isle of Wight and the New Forest;86214;0.35;0.19;0.15;0.22;0.08;0;0;0.01;CON;0.483;0.418;0.035;0.062;0.001;0;0;0
Norfolk South West;Liz Truss;9;Isle of Wight and the New Forest;78455;0.33;0.21;0.17;0.21;0.07;0;0;0.01;CON;0.655;0.297;0.003;0.045;0;0;0;0
Normanton, Pontefract and Castleford;Yvette Cooper;5;Nottinghamshire North;84527;0.34;0.27;0.08;0.23;0.07;0;0;0.02;CON;0.005;0.962;0;0.033;0;0;0;0
Northampton North;Unknown (LAB gain from CON);8;Berkshire;58768;0.31;0.12;0.32;0.16;0.08;0;0;0.01;LIB;0.059;0.926;0;0.015;0;0;0;0
Northampton South;Unknown (LAB gain from CON);8;Tyne and Wear North;62163;0.14;0.36;0.08;0.25;0.13;0;0;0.04;LAB;0.042;0.942;0;0.016;0;0;0;0
Northamptonshire South;Andrea Leadsom;8;Tyne and Wear North;90842;0.11;0.37;0.09;0.24;0.16;0;0;0.02;LAB;0.527;0.419;0.002;0.051;0;0;0;0
Norwich North;Unknown (LAB gain from CON);9;Tyne and Wear North;67172;0.15;0.39;0.13;0.17;0.15;0;0;0.01;LAB;0.091;0.892;0;0.016;0;0;0;0
Norwich South;Clive Lewis;9;Staffordshire North;77845;0.27;0.31;0.08;0.25;0.08;0;0;0.01;LAB;0.002;0.977;0.001;0.015;0.004;0;0;0
Nottingham East;Nadia Whittome;8;Devon Central and East;66262;0.27;0.17;0.26;0.22;0.06;0;0;0.02;CON;0;1;0;0;0;0;0;0
Nottingham North;Alex Norris;8;County Durham;66495;0.2;0.34;0.07;0.29;0.08;0;0;0.01;LAB;0.001;0.993;0;0.005;0;0;0;0
Nottingham South;Lilian Greenwood;8;Norfolk South;79485;0.33;0.24;0.09;0.25;0.08;0;0;0.01;CON;0.001;0.998;0;0.001;0;0;0;0
Nuneaton;Unknown (LAB gain from CON);7;Norfolk North;70226;0.33;0.1;0.32;0.2;0.05;0;0;0.01;CON;0.293;0.684;0;0.023;0;0;0;0
Old Bexley and Sidcup;James Brokenshire;11;Norfolk North;66104;0.33;0.21;0.14;0.25;0.07;0;0;0.01;CON;0.86;0.126;0;0.014;0;0;0;0
Oldham East and Saddleworth;Debbie Abrahams;4;Norfolk South;72120;0.27;0.3;0.13;0.19;0.1;0;0;0.01;LAB;0.021;0.951;0.001;0.026;0;0;0;0
Oldham West and Royton;Jim McMahon;4;Norfolk South;72999;0.28;0.24;0.08;0.28;0.07;0;0;0.04;CON;0.002;0.994;0;0.004;0;0;0;0
Orpington;Gareth Bacon;11;Wakefield and Dewsbury;68877;0.16;0.34;0.07;0.33;0.09;0;0;0.01;LAB;0.783;0.191;0.004;0.021;0;0;0;0
Oxford East;Anneliese Dodds;12;Northamptonshire;78303;0.22;0.34;0.08;0.24;0.1;0;0;0.03;LAB;0.013;0.985;0.001;0;0.001;0;0;0
Oxford West and Abingdon;Layla Moran;12;Northamptonshire;76951;0.26;0.31;0.09;0.25;0.09;0;0;0.01;LAB;0.039;0.012;0.937;0.011;0;0;0;0
Pendle;Unknown (LAB gain from CON);4;Northamptonshire;65289;0.31;0.25;0.1;0.24;0.08;0;0;0.02;CON;0.06;0.912;0;0.028;0;0;0;0
Penistone and Stocksbridge;Unknown (LAB gain from CON);5;Northumberland;70925;0.25;0.31;0.11;0.23;0.07;0;0;0.03;LAB;0.06;0.862;0.001;0.076;0;0;0;0
Penrith and The Border;Unknown (LAB gain from CON);4;Norfolk North;67555;0.22;0.36;0.08;0.22;0.11;0;0;0.01;LAB;0.371;0.512;0.017;0.098;0.001;0;0;0
Peterborough;Unknown (LAB gain from CON);9;Norfolk South;72560;0.14;0.38;0.11;0.14;0.21;0;0;0.01;LAB;0.044;0.936;0;0.019;0;0;0;0
Plymouth Moor View;Unknown (LAB gain from CON);10;Nottinghamshire South;69430;0.13;0.41;0.09;0.15;0.19;0;0;0.04;LAB;0.191;0.785;0;0.024;0;0;0;0
Plymouth Sutton and Devonport;Luke Pollard;10;Nottinghamshire South;77852;0.19;0.34;0.07;0.26;0.13;0;0;0.01;LAB;0.006;0.986;0;0.008;0;0;0;0
Poole;Unknown (LAB gain from CON);10;Nottinghamshire South;73989;0.18;0.34;0.1;0.2;0.15;0;0;0.03;LAB;0.421;0.444;0.036;0.097;0.001;0;0;0
Poplar and Limehouse;Apsana Begum;11;Warwickshire;91836;0.28;0.29;0.07;0.26;0.09;0;0;0.01;LAB;0;0.999;0;0.001;0;0;0;0
Portsmouth North;Unknown (LAB gain from CON);12;Bexley and Bromley;71299;0.34;0.25;0.07;0.25;0.07;0;0;0.01;CON;0.25;0.698;0.002;0.049;0;0;0;0
Portsmouth South;Stephen Morgan;12;Manchester North East;74186;0.2;0.3;0.1;0.26;0.09;0;0;0.05;LAB;0.012;0.958;0.006;0.023;0;0;0;0
Preston;Mark Hendrick;4;Manchester North East;59672;0.17;0.31;0.06;0.27;0.1;0;0;0.08;LAB;0;0.998;0;0.002;0;0;0;0
Pudsey;Unknown (LAB gain from CON);5;Bexley and Bromley;73212;0.34;0.24;0.11;0.23;0.07;0;0;0.01;CON;0.041;0.947;0;0.012;0;0;0;0
Putney;Fleur Anderson;11;Wakefield and Dewsbury;65556;0.26;0.31;0.07;0.27;0.08;0;0;0.02;LAB;0.014;0.978;0.002;0.006;0;0;0;0
Rayleigh and Wickford;Mark Francois;9;Oxfordshire;78930;0.15;0.43;0.12;0.07;0.19;0;0;0.05;LAB;0.753;0.184;0.002;0.06;0;0;0;0
Reading East;Matt Rodda;12;Oxfordshire;77152;0.19;0.17;0.4;0.12;0.11;0;0;0.01;LIB;0.019;0.963;0;0.016;0.001;0;0;0
Reading West;Unknown (LAB gain from CON);12;South East London;74137;0.08;0.46;0.1;0.09;0.25;0;0;0.02;LAB;0.082;0.898;0;0.02;0;0;0;0
Redcar;Unknown (LAB gain from CON);3;Lancashire East;65864;0.3;0.28;0.07;0.25;0.07;0;0;0.03;CON;0.027;0.916;0;0.057;0;0;0;0
Redditch;Unknown (LAB gain from CON);7;Barnsley and Sheffield West;65391;0.23;0.34;0.08;0.27;0.07;0;0;0.01;LAB;0.431;0.548;0;0.02;0;0;0;0
Reigate;Crispin Blunt;12;Cumbria;74242;0.27;0.32;0.11;0.23;0.07;0;0;0.01;LAB;0.58;0.285;0.05;0.079;0.005;0;0;0
Ribble South;Unknown (LAB gain from CON);4;Cambridgeshire North;75351;0.3;0.28;0.07;0.21;0.09;0;0;0.04;CON;0.148;0.832;0;0.02;0;0;0;0
Ribble Valley;Unknown (LAB gain from CON);4;Devon South;79247;0.26;0.32;0.07;0.27;0.07;0;0;0.01;LAB;0.382;0.58;0;0.038;0;0;0;0
Richmond;Rishi Sunak;5;Devon South;82569;0.18;0.38;0.09;0.2;0.12;0;0;0.02;LAB;0.634;0.288;0.006;0.072;0;0;0;0
Richmond Park;Sarah Olney;11;Wakefield and Dewsbury;82699;0.17;0.34;0.06;0.33;0.08;0;0;0.01;LAB;0.053;0.008;0.925;0.014;0;0;0;0
Rochdale;Tony Lloyd;4;Bournemouth;78909;0.3;0.27;0.13;0.22;0.07;0;0;0.01;CON;0.001;0.991;0;0.008;0;0;0;0
Rochester and Strood;Unknown (LAB gain from CON);12;Hackney and Tower Hamlets;82056;0.13;0.38;0.12;0.12;0.21;0;0;0.05;LAB;0.267;0.691;0;0.041;0;0;0;0
Rochford and Southend East;Unknown (LAB gain from CON);9;Portsmouth;75624;0.3;0.28;0.09;0.25;0.07;0;0;0.01;CON;0.225;0.745;0.001;0.027;0.001;0;0;0
Romford;Andrew Rosindell;11;Portsmouth;72350;0.16;0.38;0.14;0.18;0.13;0;0;0.01;LAB;0.516;0.468;0;0.016;0;0;0;0
Romsey and Southampton North;Caroline Nokes;12;Lancashire West;68228;0.18;0.31;0.1;0.23;0.11;0;0;0.08;LAB;0.471;0.078;0.419;0.031;0;0;0;0
Rossendale and Darwen;Unknown (LAB gain from CON);4;Lambeth and Wandsworth;72770;0.2;0.42;0.14;0.1;0.13;0;0;0.01;LAB;0.083;0.901;0;0.016;0;0;0;0
Rother Valley;Unknown (LAB gain from CON);5;West London;74804;0.13;0.43;0.11;0.1;0.19;0;0;0.03;LAB;0.066;0.859;0;0.075;0;0;0;0
Rotherham;Sarah Champion;5;Doncaster and Rotherham;61688;0.16;0.35;0.06;0.33;0.09;0;0;0.01;LAB;0;0.916;0;0.083;0;0;0;0
Rugby;Unknown (LAB gain from CON);7;Essex South East;72292;0.34;0.21;0.1;0.29;0.06;0;0;0.01;CON;0.287;0.685;0.003;0.024;0.001;0;0;0
Ruislip, Northwood and Pinner;David Simmonds;11;Berkshire;72816;0.19;0.4;0.11;0.12;0.17;0;0;0.01;LAB;0.626;0.358;0.002;0.013;0;0;0;0
Runnymede and Weybridge;Ben Spencer;12;Berkshire;77196;0.29;0.3;0.12;0.18;0.09;0;0;0.01;LAB;0.513;0.402;0.027;0.056;0.001;0;0;0
Rushcliffe;Unknown (LAB gain from CON);8;Teesside;77047;0.28;0.3;0.07;0.27;0.07;0;0;0.01;LAB;0.123;0.851;0.003;0.023;0;0;0;0
Rutland and Melton;Alicia Kearns;8;Worcestershire;82705;0.31;0.28;0.08;0.25;0.07;0;0;0.01;CON;0.597;0.276;0.009;0.116;0.002;0;0;0
Saffron Walden;Kemi Badenoch;9;Surrey East;87017;0.31;0.26;0.13;0.18;0.1;0;0;0.01;CON;0.649;0.189;0.088;0.072;0.001;0;0;0
Salford and Eccles;Rebecca Long-Bailey;4;Lancashire West;82202;0.3;0.29;0.1;0.23;0.06;0;0;0.01;CON;0;0.998;0;0.002;0;0;0;0
Salisbury;John Glen;10;North Yorkshire;74556;0.39;0.2;0.1;0.23;0.07;0;0;0.02;CON;0.594;0.295;0.073;0.038;0;0;0;0
Scarborough and Whitby;Unknown (LAB gain from CON);5;South West London;74404;0.2;0.16;0.43;0.1;0.1;0;0;0.01;LIB;0.132;0.841;0;0.027;0;0;0;0
Scunthorpe;Unknown (LAB gain from CON);5;Manchester North East;61955;0.16;0.31;0.09;0.26;0.09;0;0;0.09;LAB;0.054;0.922;0;0.023;0.001;0;0;0
Sedgefield;Unknown (LAB gain from CON);3;Medway and Maidstone;64325;0.28;0.29;0.07;0.27;0.08;0;0;0.01;LAB;0.022;0.937;0;0.04;0;0;0;0
Sefton Central;Bill Esterson;4;Dagenham and Redbridge;69760;0.32;0.26;0.07;0.26;0.07;0;0;0.01;CON;0;0.997;0;0.003;0;0;0;0
Selby and Ainsty;Unknown (LAB gain from CON);5;Southampton;78398;0.35;0.12;0.29;0.16;0.06;0;0;0.01;CON;0.341;0.633;0;0.026;0;0;0;0
Sevenoaks;Laura Trott;12;Lancashire East;71757;0.26;0.32;0.06;0.27;0.08;0;0;0.01;LAB;0.741;0.133;0.075;0.049;0.001;0;0;0
Sheffield Brightside and Hillsborough;Gill Furniss;5;Doncaster and Rotherham;69333;0.31;0.29;0.06;0.26;0.07;0;0;0.01;CON;0.006;0.993;0;0;0;0;0;0
Sheffield Central;Paul Blomfield;5;Doncaster and Rotherham;89849;0.08;0.34;0.09;0.34;0.11;0;0;0.03;LAB;0.004;0.989;0;0;0.007;0;0;0
Sheffield Hallam;Olivia Blake;5;Warwickshire;72763;0.29;0.33;0.09;0.21;0.08;0;0;0.01;LAB;0.072;0.569;0.359;0;0;0;0;0
Sheffield Heeley;Louise Haigh;5;Southall;66940;0.38;0.26;0.11;0.16;0.08;0;0;0.01;CON;0.019;0.981;0;0;0;0;0;0
Sheffield South East;Clive Betts;5;Cheshire;67832;0.17;0.4;0.08;0.24;0.1;0;0;0.01;LAB;0.037;0.963;0;0;0;0;0;0
Sherwood;Unknown (LAB gain from CON);8;Runnymede;77888;0.34;0.2;0.2;0.18;0.07;0;0;0.01;CON;0.125;0.838;0;0.037;0;0;0;0
Shipley;Unknown (LAB gain from CON);5;Nottinghamshire South;74029;0.27;0.36;0.08;0.17;0.1;0;0;0.01;LAB;0.094;0.88;0;0.024;0;0;0;0
Shrewsbury and Atcham;Unknown (LAB gain from CON);7;Leicestershire East and Rutland;82238;0.37;0.2;0.12;0.22;0.08;0;0;0.01;CON;0.229;0.731;0.003;0.036;0;0;0;0
Shropshire North;Owen Paterson;7;Manchester North West;83258;0.12;0.39;0.09;0.2;0.19;0;0;0.02;LAB;0.531;0.038;0.391;0.038;0.001;0;0;0
Sittingbourne and Sheppey;Gordon Henderson;12;Wiltshire South;83917;0.31;0.25;0.21;0.16;0.07;0;0;0.01;CON;0.487;0.456;0.001;0.055;0;0;0;0
Skipton and Ripon;Julian Smith;5;North Yorkshire;78673;0.26;0.31;0.07;0.28;0.07;0;0;0.01;LAB;0.468;0.377;0.016;0.137;0.001;0;0;0
Sleaford and North Hykeham;Caroline Johnson;8;Lincolnshire North;94761;0.27;0.3;0.06;0.29;0.07;0;0;0.02;LAB;0.542;0.376;0.001;0.081;0;0;0;0
Slough;Tan Dhesi;12;Merseyside West and Liverpool;86818;0.19;0.44;0.09;0.18;0.1;0;0;0.01;LAB;0;0.993;0;0.006;0;0;0;0
Solihull;Julian Knight;7;York;78760;0.24;0.36;0.07;0.25;0.08;0;0;0.01;LAB;0.76;0.151;0.04;0.047;0.001;0;0;0
Somerset North;Liam Fox;10;Kent West;80194;0.33;0.15;0.22;0.23;0.06;0;0;0.01;CON;0.431;0.404;0.075;0.086;0.003;0;0;0
Somerset North East;Unknown (LAB gain from CON);10;Sheffield;73692;0.16;0.39;0.08;0.14;0.18;0;0;0.05;LAB;0.251;0.54;0.148;0.06;0;0;0;0
Somerton and Frome;Unknown (LIB gain from CON);10;Sheffield;85866;0.1;0.38;0.1;0.06;0.31;0;0;0.03;LAB;0.147;0.002;0.83;0.019;0;0;0;0
South Holland and The Deepings;John Hayes;8;Barnsley and Sheffield West;75975;0.14;0.4;0.26;0.07;0.12;0;0;0.02;LAB;0.648;0.234;0;0.118;0;0;0;0
South Shields;Emma Lewell-Buck;3;Sheffield;62793;0.15;0.42;0.11;0.11;0.18;0;0;0.03;LAB;0.001;0.956;0;0.043;0;0;0;0
Southampton Itchen;Unknown (LAB gain from CON);12;Sheffield;72299;0.2;0.39;0.11;0.14;0.12;0;0;0.04;LAB;0.032;0.955;0.001;0.012;0;0;0;0
Southampton Test;Alan Whitehead;12;Nottinghamshire North;70116;0.26;0.3;0.06;0.29;0.07;0;0;0.01;LAB;0.007;0.979;0.001;0.012;0;0;0;0
Southend West;David Amess;9;Bradford;69043;0.25;0.36;0.06;0.21;0.1;0;0;0.02;LAB;0.709;0.271;0.002;0.018;0;0;0;0
Southport;Unknown (LAB gain from CON);4;English Marches;70837;0.22;0.36;0.14;0.19;0.08;0;0;0.01;LAB;0.142;0.825;0.001;0.032;0;0;0;0
Spelthorne;Kwasi Kwarteng;12;English Marches;70929;0.23;0.11;0.4;0.2;0.05;0;0;0.01;LIB;0.555;0.368;0.017;0.058;0.001;0;0;0
St Albans;Daisy Cooper;9;English Marches;73727;0.32;0.15;0.25;0.22;0.05;0;0;0.01;CON;0.043;0.022;0.923;0.012;0;0;0;0
St Austell and Newquay;Unknown (LAB gain from CON);10;Medway and Maidstone;79930;0.29;0.25;0.06;0.29;0.07;0;0;0.03;CON;0.42;0.477;0.032;0.07;0.001;0;0;0
St Helens North;Conor McGinn;4;North Yorkshire;75593;0.31;0.27;0.09;0.22;0.09;0;0;0.02;CON;0.001;0.989;0;0.01;0;0;0;0
St Helens South and Whiston;Marie Rimmer;4;Lincolnshire South;79061;0.32;0.23;0.07;0.28;0.07;0;0;0.02;CON;0;0.991;0;0.009;0;0;0;0
St Ives;Unknown (LIB gain from CON);10;Runnymede;68795;0.21;0.35;0.08;0.17;0.11;0;0;0.09;LAB;0.132;0.029;0.772;0.066;0;0;0;0
Stafford;Unknown (LAB gain from CON);7;Black Country;72572;0.17;0.38;0.07;0.22;0.12;0;0;0.04;LAB;0.309;0.659;0.002;0.029;0;0;0;0
Staffordshire Moorlands;Karen Bradley;7;Birmingham South;65485;0.32;0.23;0.16;0.19;0.09;0;0;0.01;CON;0.486;0.488;0.001;0.023;0.001;0;0;0
Staffordshire South;Gavin Williamson;7;Avon South;73668;0.31;0.31;0.14;0.15;0.08;0;0;0.01;CON;0.847;0.128;0;0.025;0;0;0;0
Stalybridge and Hyde;Jonathan Reynolds;4;Avon South;73064;0.28;0.34;0.1;0.19;0.08;0;0;0.01;LAB;0.008;0.983;0;0.008;0;0;0;0
Stevenage;Unknown (LAB gain from CON);9;Lincolnshire South;71562;0.34;0.18;0.06;0.32;0.06;0;0;0.03;CON;0.113;0.867;0;0.019;0;0;0;0
Stockport;Navendu Mishra;4;Lancashire South;65391;0.26;0.33;0.08;0.25;0.07;0;0;0.01;LAB;0;0.989;0;0.011;0;0;0;0
Stockton North;Alex Cunningham;3;Tyne and Wear South;66649;0.14;0.32;0.07;0.28;0.16;0;0;0.03;LAB;0.01;0.975;0;0.015;0;0;0;0
Stockton South;Unknown (LAB gain from CON);3;Southampton;76870;0.24;0.33;0.1;0.22;0.11;0;0;0.01;LAB;0.049;0.937;0;0.014;0;0;0;0
Stoke-on-Trent Central;Unknown (LAB gain from CON);7;Southampton;55419;0.19;0.35;0.12;0.19;0.14;0;0;0.02;LAB;0.014;0.976;0;0.01;0;0;0;0
Stoke-on-Trent North;Unknown (LAB gain from CON);7;Essex South East;68298;0.27;0.31;0.08;0.23;0.09;0;0;0.01;LAB;0.068;0.908;0;0.024;0;0;0;0
Stoke-on-Trent South;Unknown (LAB gain from CON);7;Essex South East;64491;0.29;0.3;0.09;0.22;0.09;0;0;0.01;LAB;0.208;0.772;0;0.019;0;0;0;0
Stone;Bill Cash;7;Enfield and Haringey;69378;0.18;0.43;0.11;0.11;0.16;0;0;0.02;LAB;0.624;0.339;0.001;0.034;0.001;0;0;0
Stourbridge;Unknown (LAB gain from CON);7;Merseyside West and Liverpool;69891;0.24;0.31;0.13;0.23;0.08;0;0;0.01;LAB;0.364;0.62;0;0.016;0;0;0;0
Stratford-on-Avon;Nadhim Zahawi;7;Runnymede;74037;0.28;0.24;0.17;0.22;0.07;0;0;0.01;CON;0.604;0.073;0.264;0.058;0;0;0;0
Streatham;Bell Ribeiro-Addy;11;Wakefield and Dewsbury;84783;0.23;0.3;0.06;0.29;0.09;0;0;0.02;LAB;0;0.999;0;0.001;0;0;0;0
Stretford and Urmston;Kate Green;4;Hertfordshire West;72372;0.19;0.16;0.44;0.12;0.09;0;0;0.01;LIB;0;1;0;0;0;0;0;0
Stroud;Unknown (LAB gain from CON);10;Cornwall;84537;0.28;0.28;0.11;0.24;0.07;0;0;0.01;CON;0.081;0.87;0.001;0.044;0.002;0;0;0
Suffolk Central and Ipswich North;Dan Poulter;9;Lancashire South;80037;0.14;0.39;0.07;0.27;0.11;0;0;0.01;LAB;0.654;0.251;0.015;0.076;0.003;0;0;0
Suffolk Coastal;Therese Coffey;9;Merseyside East and Warrington;81910;0.13;0.39;0.08;0.25;0.11;0;0;0.04;LAB;0.487;0.299;0.078;0.128;0.007;0;0;0
Suffolk South;James Cartlidge;9;Cornwall;76201;0.24;0.11;0.4;0.18;0.06;0;0;0.01;LIB;0.565;0.264;0.045;0.116;0.009;0;0;0
Suffolk West;Matt Hancock;9;Cambridgeshire South;80193;0.27;0.17;0.3;0.15;0.08;0;0;0.02;LIB;0.484;0.446;0.005;0.064;0;0;0;0
Sunderland Central;Julie Elliott;3;Staffordshire North;72680;0.28;0.33;0.07;0.22;0.08;0;0;0.01;LAB;0.005;0.98;0;0.014;0;0;0;0
Surrey East;Claire Coutinho;12;Staffordshire North;83148;0.33;0.26;0.07;0.27;0.07;0;0;0.01;CON;0.587;0.22;0.097;0.092;0.003;0;0;0
Surrey Heath;Michael Gove;12;Manchester East;81349;0.19;0.34;0.06;0.27;0.11;0;0;0.03;LAB;0.648;0.116;0.178;0.057;0;0;0;0
Surrey South West;Jeremy Hunt;12;Hertfordshire East;79096;0.24;0.33;0.1;0.22;0.09;0;0;0.01;LAB;0.449;0.08;0.421;0.049;0;0;0;0
Sussex Mid;Mims Davies;12;Manchester East;85146;0.13;0.4;0.11;0.2;0.14;0;0;0.02;LAB;0.481;0.228;0.215;0.073;0.003;0;0;0
Sutton and Cheam;Paul Scully;11;Teesside;71779;0.21;0.34;0.06;0.3;0.09;0;0;0.01;LAB;0.436;0.113;0.41;0.041;0;0;0;0
Sutton Coldfield;Andrew Mitchell;7;Teesside;75638;0.35;0.3;0.06;0.22;0.06;0;0;0.01;CON;0.666;0.316;0;0.018;0;0;0;0
Swindon North;Unknown (LAB gain from CON);10;Staffordshire North;82441;0.2;0.33;0.07;0.28;0.09;0;0;0.03;LAB;0.266;0.711;0;0.023;0;0;0;0
Swindon South;Unknown (LAB gain from CON);10;Staffordshire North;73118;0.26;0.3;0.06;0.29;0.06;0;0;0.02;LAB;0.104;0.881;0;0.015;0;0;0;0
Tamworth;Christopher Pincher;7;Staffordshire North;71572;0.31;0.28;0.07;0.27;0.06;0;0;0.02;CON;0.471;0.515;0;0.013;0;0;0;0
Tatton;Unknown (LAB gain from CON);4;Staffordshire South;69018;0.41;0.28;0.09;0.11;0.07;0;0;0.03;CON;0.398;0.517;0.008;0.075;0.002;0;0;0
Taunton Deane;Unknown (LIB gain from CON);10;Black Country;88676;0.29;0.3;0.07;0.25;0.07;0;0;0.01;LAB;0.252;0.023;0.691;0.034;0;0;0;0
Telford;Unknown (LAB gain from CON);7;Lea Valley;68921;0.11;0.4;0.08;0.1;0.24;0;0;0.07;LAB;0.109;0.881;0;0.01;0;0;0;0
Tewkesbury;Laurence Robertson;10;Warwickshire;83958;0.29;0.12;0.35;0.19;0.05;0;0;0.01;LIB;0.56;0.169;0.188;0.08;0.001;0;0;0
Thanet North;Roger Gale;12;Croydon;72756;0.13;0.44;0.13;0.09;0.2;0;0;0.02;LAB;0.511;0.451;0.002;0.035;0;0;0;0
Thanet South;Unknown (LAB gain from CON);12;Manchester Central and Trafford;73223;0.16;0.41;0.08;0.18;0.14;0;0;0.04;LAB;0.272;0.703;0;0.024;0;0;0;0
Thirsk and Malton;Kevin Hollinrake;5;Gloucestershire;80991;0.24;0.38;0.09;0.16;0.12;0;0;0.01;LAB;0.537;0.335;0.005;0.121;0;0;0;0
Thornbury and Yate;Unknown (LIB gain from CON);10;Suffolk East;69492;0.31;0.21;0.12;0.23;0.12;0;0;0.01;CON;0.236;0.012;0.727;0.025;0;0;0;0
Thurrock;Unknown (LAB gain from CON);9;Suffolk East;79659;0.28;0.27;0.14;0.2;0.1;0;0;0.01;CON;0.147;0.826;0;0.026;0;0;0;0
Tiverton and Honiton;Unknown (LIB gain from CON);10;Suffolk West and Ipswich;82953;0.3;0.23;0.14;0.23;0.09;0;0;0.01;CON;0.427;0.006;0.551;0.015;0;0;0;0
Tonbridge and Malling;Tom Tugendhat;12;Suffolk West and Ipswich;79278;0.31;0.23;0.11;0.25;0.08;0;0;0.01;CON;0.712;0.154;0.052;0.078;0.003;0;0;0
Tooting;Rosena Allin-Khan;11;Tyne and Wear South;76954;0.16;0.32;0.1;0.3;0.11;0;0;0.01;LAB;0.002;0.996;0;0.002;0;0;0;0
Torbay;Kevin Foster;10;Surrey East;75054;0.33;0.2;0.17;0.21;0.08;0;0;0.01;CON;0.552;0.081;0.296;0.071;0;0;0;0
Totnes;Anthony Mangnall;10;Surrey West and Aldershot;69863;0.3;0.11;0.35;0.18;0.05;0;0;0.01;LIB;0.44;0.15;0.36;0.05;0;0;0;0
Tottenham;David Lammy;11;Sussex West;75740;0.26;0.2;0.32;0.15;0.07;0;0;0.01;LIB;0;1;0;0;0;0;0;0
Truro and Falmouth;Unknown (LAB gain from CON);10;Sussex East;76719;0.32;0.17;0.18;0.22;0.09;0;0;0.02;CON;0.135;0.796;0.023;0.046;0;0;0;0
Tunbridge Wells;Greg Clark;12;Wimbledon and Sutton;74823;0.27;0.19;0.29;0.17;0.06;0;0;0.01;LIB;0.476;0.292;0.169;0.06;0.002;0;0;0
Twickenham;Munira Wilson;11;Birmingham North;84906;0.34;0.28;0.08;0.21;0.07;0;0;0.01;CON;0.008;0.001;0.984;0.006;0;0;0;0
Tynemouth;Alan Campbell;3;Swindon and Chippenham;77261;0.29;0.33;0.08;0.22;0.08;0;0;0.01;LAB;0.007;0.985;0;0.008;0;0;0;0
Tyneside North;Mary Glindon;3;Swindon and Chippenham;78902;0.25;0.39;0.08;0.19;0.09;0;0;0.01;LAB;0;0.991;0;0.009;0;0;0;0
Uxbridge and South Ruislip;Unknown (LAB gain from CON);11;Staffordshire South;70365;0.3;0.28;0.07;0.28;0.06;0;0;0.01;CON;0.41;0.587;0;0.003;0;0;0;0
Vauxhall;Florence Eshalomi;11;Cheshire;88659;0.32;0.3;0.1;0.18;0.08;0;0;0.01;CON;0;0.999;0;0.001;0;0;0;0
Wakefield;Unknown (LAB gain from CON);5;Somerset West and Barnstaple;70192;0.24;0.12;0.37;0.2;0.06;0;0;0.01;LIB;0.076;0.905;0;0.019;0;0;0;0
Wallasey;Angela Eagle;4;English Marches;66310;0.22;0.34;0.07;0.28;0.08;0;0;0.01;LAB;0;0.999;0;0.001;0;0;0;0
Walsall North;Unknown (LAB gain from CON);7;Gloucestershire;67177;0.28;0.13;0.33;0.17;0.08;0;0;0.01;LIB;0.18;0.805;0;0.014;0;0;0;0
Walsall South;Valerie Vaz;7;Kent East;68024;0.24;0.32;0.07;0.24;0.12;0;0;0.01;LAB;0.015;0.979;0;0.005;0;0;0;0
Walthamstow;Stella Creasy;11;North Yorkshire;70267;0.33;0.21;0.11;0.25;0.08;0;0;0.01;CON;0;1;0;0;0;0;0;0
Wansbeck;Ian Lavery;3;Avon North;63339;0.31;0.13;0.31;0.19;0.06;0;0;0.01;CON;0.014;0.962;0;0.023;0;0;0;0
Wantage;Unknown (LIB gain from CON);12;Essex South West;90867;0.22;0.33;0.06;0.29;0.08;0;0;0.01;LAB;0.271;0.192;0.47;0.066;0;0;0;0
Warley;John Spellar;7;Black Country;62357;0.26;0.28;0.06;0.31;0.08;0;0;0.02;UKIP;0;0.997;0;0.003;0;0;0;0
Warrington North;Charlotte Nichols;4;Somerset West and Barnstaple;72235;0.29;0.12;0.3;0.21;0.06;0;0;0.01;LIB;0.008;0.982;0;0.009;0;0;0;0
